subject_id,race,age,income_cat,educ_cat,party,ideo,political_knowledge,y
3064,White,70,$50K-100K,Some college,7,2,1,7
3065,White,71,>100K,High school or less,7,2,1,7
3066,White,72,$50K-100K,Some college,5,3,0.75,5
3067,White,51,$50K-100K,College degree,4,2,1,6
3068,White,70,<50K,Some college,7,2,0.5,1
3069,White,49,<50K,Some college,1,1,0,1
3070,White,38,$50K-100K,Post-graduate degree,1,1,0.75,1
3071,White,72,$50K-100K,High school or less,3,2,0.5,7
3072,White,78,<50K,College degree,6,2,0.5,7
3073,Black,21,<50K,Some college,1,4,0.25,1
3074,White,55,<50K,Some college,1,1,1,1
3075,Hispanic/Latino,59,<50K,College degree,1,1,0.75,1
3076,White,49,Prefer not to say,High school or less,7,2,0.25,4
3077,White,64,<50K,High school or less,4,3,1,4
3078,White,58,$50K-100K,Post-graduate degree,3,3,1,7
3079,White,44,>100K,College degree,2,3,0.75,4
3080,Black,41,<50K,Some college,5,3,0.25,2
3081,Black,70,<50K,College degree,4,2,0.25,4
3082,White,56,>100K,Post-graduate degree,1,1,0.75,4
3083,Other Race/Ethnicity,33,$50K-100K,College degree,7,2,1,6
3084,White,73,$50K-100K,College degree,5,3,0.25,7
3085,White,51,$50K-100K,Post-graduate degree,4,3,0.5,5
3086,White,63,$50K-100K,High school or less,6,2,0.25,6
3087,White,70,$50K-100K,College degree,7,2,0.75,7
3088,Black,24,<50K,High school or less,1,3,0.25,1
3089,Other Race/Ethnicity,18,Prefer not to say,High school or less,6,1,1,7
3090,Black,52,Prefer not to say,Some college,2,1,1,4
3091,White,56,$50K-100K,Post-graduate degree,6,3,1,4
3092,Other Race/Ethnicity,61,<50K,College degree,7,4,0.25,7
3093,White,71,<50K,College degree,3,2,0.75,7
3094,White,72,$50K-100K,College degree,1,1,1,1
3095,White,65,$50K-100K,College degree,7,2,1,3
3096,Black,41,<50K,Some college,3,2,0.75,2
3097,White,46,<50K,High school or less,1,4,0.5,7
3098,White,42,<50K,High school or less,4,4,0.25,3
3099,White,35,>100K,Post-graduate degree,1,1,0.25,1
3100,White,36,<50K,High school or less,3,4,0.75,7
3101,White,86,>100K,Post-graduate degree,7,2,0.5,5
3102,White,74,$50K-100K,College degree,7,2,1,7
3103,Hispanic/Latino,37,$50K-100K,College degree,7,2,0.25,2
3104,Other Race/Ethnicity,37,Prefer not to say,High school or less,4,3,0.75,1
3105,White,58,$50K-100K,College degree,4,3,0.75,6
3106,Black,43,<50K,Some college,1,1,0.5,1
3107,White,58,>100K,College degree,4,2,1,7
3108,White,57,<50K,Some college,7,3,0,7
3109,White,83,<50K,High school or less,7,2,1,6
3110,Hispanic/Latino,55,>100K,College degree,1,1,1,1
3111,White,35,>100K,College degree,1,1,0.25,1
3112,White,70,>100K,College degree,1,2,0.75,3
3113,White,69,>100K,College degree,5,3,1,4
3114,White,45,<50K,Some college,1,1,0.75,1
3115,White,50,$50K-100K,College degree,4,2,0.75,5
3116,White,54,>100K,Post-graduate degree,1,1,0.75,6
3117,White,66,$50K-100K,Some college,7,2,1,7
3118,White,68,$50K-100K,Some college,3,2,0.75,7
3119,White,75,$50K-100K,Some college,7,2,0.5,7
3120,White,25,$50K-100K,College degree,5,3,0.75,5
3121,White,47,<50K,Some college,1,1,1,7
3122,Black,27,<50K,College degree,5,3,0.5,2
3123,White,50,$50K-100K,Some college,7,2,1,7
3124,Black,33,<50K,Some college,4,3,0,1
3125,Hispanic/Latino,19,<50K,High school or less,4,3,0.5,5
3126,White,64,$50K-100K,Some college,7,2,1,7
3127,White,22,<50K,Some college,2,1,1,1
3128,Other Race/Ethnicity,33,<50K,Some college,3,2,0.75,7
3129,White,62,Prefer not to say,College degree,4,3,0.75,7
3130,White,64,<50K,High school or less,1,2,0.5,7
3131,White,61,Prefer not to say,Post-graduate degree,3,2,0.75,7
3132,White,60,>100K,Some college,7,2,1,7
3133,White,73,$50K-100K,College degree,4,3,0.75,7
3134,White,46,<50K,High school or less,3,3,0.25,1
3135,White,50,<50K,College degree,7,2,0.5,7
3136,White,74,$50K-100K,High school or less,7,2,1,7
3137,White,60,<50K,High school or less,2,3,0.25,4
3138,White,82,$50K-100K,College degree,1,2,0.75,6
3139,Other Race/Ethnicity,43,>100K,College degree,4,3,1,3
3140,Other Race/Ethnicity,50,<50K,College degree,6,2,0.25,7
3141,White,62,<50K,Some college,1,3,1,7
3142,Other Race/Ethnicity,67,<50K,Some college,4,4,0.5,7
3143,White,71,<50K,College degree,7,2,0.5,7
3144,White,34,$50K-100K,College degree,6,2,0.5,4
3145,Other Race/Ethnicity,66,<50K,Post-graduate degree,7,2,1,7
3146,White,72,$50K-100K,High school or less,1,1,1,6
3147,White,50,<50K,Some college,4,4,0.5,4
3148,White,69,<50K,College degree,5,1,0.75,1
3149,White,57,Prefer not to say,Some college,7,2,0.5,7
3150,White,67,$50K-100K,Post-graduate degree,1,3,1,4
3151,Hispanic/Latino,27,<50K,High school or less,1,3,0.75,1
3152,Black,29,$50K-100K,Some college,4,3,0.25,4
3153,Other Race/Ethnicity,64,>100K,College degree,7,2,1,7
3154,White,49,$50K-100K,College degree,7,2,0.75,1
3155,White,70,$50K-100K,High school or less,1,1,1,2
3156,White,74,$50K-100K,High school or less,7,2,1,2
3157,White,21,<50K,Some college,1,1,0.25,4
3158,Hispanic/Latino,18,<50K,High school or less,4,4,0.25,4
3159,White,25,<50K,Some college,6,3,0.75,1
3160,White,67,$50K-100K,College degree,1,3,1,5
3161,Other Race/Ethnicity,50,$50K-100K,Some college,7,2,0.75,2
3162,Hispanic/Latino,25,$50K-100K,College degree,1,1,0.75,4
3163,White,30,<50K,College degree,2,1,0.75,1
3164,Black,50,$50K-100K,College degree,1,1,0.75,7
3165,White,42,$50K-100K,High school or less,5,3,1,4
3166,White,61,>100K,Post-graduate degree,3,2,1,6
3167,White,29,<50K,College degree,6,3,0.25,1
3168,White,35,<50K,Some college,4,4,1,4
3169,White,34,$50K-100K,College degree,1,3,0.75,4
3170,White,65,$50K-100K,College degree,1,3,1,6
3171,White,65,<50K,Post-graduate degree,1,1,0.5,4
3172,White,60,<50K,High school or less,6,2,1,7
3173,White,34,$50K-100K,High school or less,3,2,0.5,3
3174,Black,36,$50K-100K,High school or less,5,3,0.5,2
3175,White,57,<50K,High school or less,3,3,0.75,6
3176,Hispanic/Latino,18,<50K,High school or less,4,4,0.5,4
3177,White,61,$50K-100K,High school or less,3,2,1,7
3178,Hispanic/Latino,55,>100K,Some college,1,1,0.75,1
3179,White,32,$50K-100K,High school or less,4,3,0.5,1
3180,White,63,$50K-100K,College degree,5,1,1,6
3181,White,61,$50K-100K,Some college,1,1,1,1
3182,White,31,<50K,College degree,7,2,0.25,1
3183,White,63,$50K-100K,College degree,3,2,0.75,4
3184,White,35,>100K,Post-graduate degree,2,3,1,4
3185,White,41,$50K-100K,College degree,6,3,0.75,7
3186,White,62,<50K,College degree,1,3,0.5,1
3187,White,70,<50K,Some college,5,1,1,6
3188,White,61,<50K,High school or less,6,4,0.75,4
3189,White,50,<50K,High school or less,6,2,0.25,4
3190,White,47,<50K,College degree,6,2,0.75,7
3191,White,43,<50K,College degree,1,1,1,1
3192,White,52,<50K,Post-graduate degree,7,2,1,7
3193,White,48,<50K,High school or less,6,3,0.5,7
3194,White,55,$50K-100K,Post-graduate degree,3,1,1,7
3195,White,63,<50K,Some college,7,2,1,4
3196,White,33,<50K,College degree,3,3,0.75,7
3197,Hispanic/Latino,64,>100K,College degree,3,3,1,5
3198,Other Race/Ethnicity,50,>100K,Post-graduate degree,2,3,1,4
3199,White,39,$50K-100K,Some college,7,3,0.5,3
3200,White,42,Prefer not to say,College degree,4,3,0.75,3
3201,Black,58,<50K,College degree,1,1,0.5,3
3202,White,47,<50K,High school or less,7,2,1,7
3203,White,57,$50K-100K,College degree,6,2,1,7
3204,White,38,<50K,High school or less,3,2,1,7
3205,White,61,<50K,College degree,4,3,1,7
3206,White,52,<50K,Some college,6,2,1,7
3207,White,37,$50K-100K,High school or less,2,4,0.25,4
3208,Hispanic/Latino,35,$50K-100K,College degree,1,1,0.75,7
3209,White,34,$50K-100K,College degree,4,3,0.5,7
3210,White,37,Prefer not to say,College degree,2,3,0.75,4
3211,White,63,$50K-100K,College degree,3,2,1,7
3212,White,57,<50K,College degree,3,2,0.75,7
3213,White,32,>100K,Post-graduate degree,1,3,0.75,4
3214,Hispanic/Latino,46,<50K,Some college,6,3,0.5,7
3215,Other Race/Ethnicity,30,>100K,Post-graduate degree,4,1,0.75,4
3216,White,30,<50K,High school or less,4,4,0.25,3
3217,White,47,<50K,Some college,6,4,0.25,1
3218,White,50,<50K,Some college,7,2,0.75,7
3219,White,57,<50K,High school or less,1,3,0.75,2
3220,White,33,<50K,High school or less,1,3,0.5,1
3221,White,49,<50K,Some college,5,3,1,2
3222,White,59,$50K-100K,College degree,3,3,1,7
3223,White,64,<50K,College degree,7,2,1,7
3224,White,41,<50K,High school or less,6,3,0.5,2
3225,Hispanic/Latino,27,<50K,High school or less,2,1,0,1
3226,White,40,$50K-100K,College degree,1,1,1,7
3227,White,63,<50K,High school or less,4,4,0.75,1
3228,White,61,>100K,College degree,7,2,0.75,7
3229,White,63,$50K-100K,High school or less,7,2,0.75,6
3230,Black,36,<50K,Some college,4,3,1,1
3231,White,50,<50K,College degree,7,2,0.75,7
3232,White,54,$50K-100K,Some college,6,3,1,4
3233,White,32,$50K-100K,Some college,2,3,0.25,4
3234,White,58,<50K,College degree,1,1,1,3
3235,Other Race/Ethnicity,63,$50K-100K,Some college,6,2,1,7
3236,White,34,>100K,College degree,6,3,0.25,3
3237,White,62,<50K,College degree,2,1,0.5,5
3238,White,27,<50K,High school or less,1,3,0,4
3239,White,25,$50K-100K,Some college,1,3,0.25,4
3240,White,20,Prefer not to say,Some college,6,2,0.75,4
3241,White,59,<50K,Some college,6,3,0.75,4
3242,White,41,<50K,High school or less,6,1,0.5,1
3243,White,58,$50K-100K,Post-graduate degree,7,2,0.75,7
3244,Other Race/Ethnicity,38,$50K-100K,College degree,7,4,0.25,1
3245,White,48,<50K,High school or less,2,4,0.5,7
3246,Other Race/Ethnicity,22,<50K,Post-graduate degree,7,2,0.5,4
3247,White,58,$50K-100K,College degree,1,1,1,2
3248,Other Race/Ethnicity,43,<50K,Some college,2,1,0.5,2
3249,White,52,$50K-100K,College degree,7,2,0.75,7
3250,Black,36,<50K,Some college,4,4,0.5,5
3251,Other Race/Ethnicity,35,$50K-100K,College degree,2,3,0.5,1
3252,White,37,Prefer not to say,High school or less,7,2,0.75,1
3253,White,63,$50K-100K,College degree,7,3,1,7
3254,White,48,<50K,High school or less,6,3,0.25,2
3255,Hispanic/Latino,20,<50K,High school or less,4,4,0.25,4
3256,White,20,<50K,Some college,4,1,0.75,2
3257,White,55,$50K-100K,Post-graduate degree,4,3,1,7
3258,Other Race/Ethnicity,34,$50K-100K,Some college,2,1,0.25,3
3259,Other Race/Ethnicity,18,>100K,High school or less,4,3,0.25,2
3260,Hispanic/Latino,33,<50K,College degree,2,1,1,5
3261,White,55,<50K,College degree,5,3,1,5
3262,White,64,$50K-100K,Some college,7,2,0.75,7
3263,White,49,$50K-100K,Some college,7,2,1,5
3264,White,31,>100K,College degree,1,1,0.75,2
3265,Hispanic/Latino,61,$50K-100K,College degree,7,2,0.75,7
3266,White,62,<50K,High school or less,5,3,1,2
3267,White,63,<50K,High school or less,1,1,1,3
3268,White,35,<50K,Some college,3,2,0.75,1
3269,White,61,<50K,Some college,1,3,1,4
3270,White,62,<50K,College degree,2,1,0.5,5
3271,White,57,>100K,College degree,7,2,1,7
3272,White,27,<50K,High school or less,7,1,0.25,1
3273,White,61,$50K-100K,College degree,4,3,1,2
3274,White,22,<50K,College degree,1,1,0,2
3275,White,64,<50K,College degree,7,2,1,7
3276,White,61,<50K,High school or less,4,4,0.25,6
3277,White,61,<50K,High school or less,1,1,0.75,7
3278,White,20,<50K,High school or less,7,2,0.5,2
3279,White,56,<50K,Some college,7,2,1,7
3280,White,63,>100K,Post-graduate degree,5,3,0.75,3
3281,White,41,<50K,High school or less,1,2,0.5,7
3282,Other Race/Ethnicity,38,<50K,Some college,1,3,0.75,1
3283,White,60,<50K,Some college,6,3,0.5,4
3284,White,53,$50K-100K,Some college,6,2,0.5,7
3285,White,63,>100K,Post-graduate degree,7,2,1,7
3286,White,61,<50K,High school or less,6,4,0.25,4
3287,White,52,<50K,High school or less,7,2,0.5,7
3288,White,64,<50K,Some college,5,2,1,4
3289,White,53,$50K-100K,Post-graduate degree,3,3,0.75,3
3290,White,32,$50K-100K,College degree,1,1,0.5,1
3291,White,49,$50K-100K,Post-graduate degree,1,1,1,1
3292,White,57,>100K,Post-graduate degree,7,2,1,7
3293,White,42,$50K-100K,High school or less,6,2,0.75,4
3294,White,57,$50K-100K,College degree,4,3,1,1
3295,White,48,<50K,Some college,7,2,1,7
3296,White,56,<50K,College degree,2,3,0.5,7
3297,White,48,<50K,High school or less,4,1,0,4
3298,White,23,$50K-100K,High school or less,7,2,1,5
3299,Black,28,$50K-100K,Post-graduate degree,1,1,0.75,1
3300,White,63,$50K-100K,Some college,4,3,0.75,7
3301,White,40,$50K-100K,College degree,1,3,0.25,4
3302,White,55,>100K,College degree,4,3,0.75,6
3303,White,55,>100K,College degree,6,2,0.5,6
3304,Other Race/Ethnicity,42,>100K,College degree,2,2,0.75,4
3305,Black,59,$50K-100K,College degree,1,3,1,2
3306,White,56,<50K,Some college,3,3,0.75,7
3307,White,45,>100K,Post-graduate degree,2,4,0.5,2
3308,White,46,<50K,Post-graduate degree,7,2,0.75,7
3309,White,60,<50K,High school or less,1,1,0.75,3
3310,White,34,<50K,Some college,3,3,1,7
3311,White,43,>100K,Post-graduate degree,6,2,0.75,7
3312,Other Race/Ethnicity,53,Prefer not to say,College degree,7,2,0.75,7
3313,Other Race/Ethnicity,64,<50K,College degree,7,2,0.75,7
3314,Hispanic/Latino,32,Prefer not to say,Some college,4,4,1,4
3315,Hispanic/Latino,24,<50K,High school or less,4,4,0,4
3316,White,51,<50K,High school or less,4,3,0.75,2
3317,White,40,<50K,College degree,7,2,0.5,6
3318,Hispanic/Latino,38,<50K,Some college,2,2,0.25,1
3319,White,31,<50K,Some college,5,3,0.75,2
3320,Other Race/Ethnicity,75,<50K,Post-graduate degree,7,2,1,6
3321,Other Race/Ethnicity,18,>100K,High school or less,6,4,0.75,4
3322,Black,21,Prefer not to say,High school or less,6,4,0.75,4
3323,Other Race/Ethnicity,30,$50K-100K,Some college,5,3,1,6
3324,White,41,>100K,Post-graduate degree,1,1,1,4
3325,White,46,<50K,High school or less,1,3,0,3
3326,Black,57,<50K,High school or less,2,4,0.5,5
3327,Hispanic/Latino,27,<50K,High school or less,2,3,0,1
3328,White,64,<50K,College degree,5,3,0.75,2
3329,White,40,>100K,College degree,1,2,0.5,1
3330,White,64,$50K-100K,Some college,2,3,0.75,4
3331,White,58,<50K,Some college,1,1,0.25,1
3332,White,34,$50K-100K,Some college,6,4,0.75,2
3333,White,32,>100K,College degree,7,1,0,3
3334,White,58,>100K,Some college,3,3,0.25,4
3335,White,64,<50K,High school or less,7,2,0.75,7
3336,Hispanic/Latino,37,>100K,Post-graduate degree,2,1,0.25,3
3337,White,42,$50K-100K,Some college,7,2,0.5,1
3338,White,40,>100K,Post-graduate degree,1,2,0.5,2
3339,Black,23,<50K,High school or less,4,4,0.25,1
3340,White,63,$50K-100K,College degree,4,3,1,7
3341,White,61,<50K,High school or less,6,4,0.75,7
3342,White,58,Prefer not to say,College degree,5,3,1,7
3343,Black,60,<50K,High school or less,1,1,0.75,4
3344,White,64,<50K,High school or less,1,1,0.75,7
3345,White,58,$50K-100K,College degree,6,2,1,7
3346,White,56,<50K,High school or less,2,4,0,4
3347,Hispanic/Latino,21,<50K,High school or less,6,1,0.25,1
3348,White,38,$50K-100K,Post-graduate degree,1,2,0.25,3
3349,White,44,$50K-100K,Some college,3,2,0,6
3350,Black,44,<50K,High school or less,4,3,0,2
3351,White,21,<50K,High school or less,7,1,0.25,2
3352,White,62,<50K,Post-graduate degree,7,2,0.75,5
3353,White,63,$50K-100K,High school or less,6,2,0.75,7
3354,Hispanic/Latino,18,<50K,College degree,2,4,0,6
3355,Black,62,<50K,High school or less,1,1,0.25,1
3356,White,47,<50K,Some college,7,3,0.75,3
3357,Other Race/Ethnicity,41,<50K,College degree,5,3,0.25,1
3358,Other Race/Ethnicity,21,$50K-100K,Some college,3,2,1,7
3359,Other Race/Ethnicity,59,<50K,Some college,2,3,0.5,4
3360,Other Race/Ethnicity,57,>100K,College degree,2,2,0.5,7
3361,White,41,<50K,High school or less,7,2,0.5,7
3362,White,61,<50K,Some college,2,3,1,7
3363,White,38,$50K-100K,High school or less,3,1,0.25,7
3364,White,41,<50K,Some college,5,3,0,6
3365,Hispanic/Latino,50,Prefer not to say,College degree,7,1,0.75,1
3366,Other Race/Ethnicity,57,<50K,Some college,6,3,0.25,5
3367,Hispanic/Latino,63,>100K,College degree,7,2,0.75,7
3368,Black,43,<50K,High school or less,1,2,0.75,1
3369,White,23,<50K,College degree,7,2,0.5,6
3370,White,25,$50K-100K,Some college,1,1,0.25,2
3371,White,27,$50K-100K,Post-graduate degree,5,3,1,4
3372,White,41,<50K,High school or less,7,3,0.75,7
3373,White,62,<50K,High school or less,7,2,0.5,4
3374,White,26,>100K,Some college,1,1,0,7
3375,Other Race/Ethnicity,63,<50K,College degree,4,1,1,7
3376,White,27,<50K,College degree,1,1,1,4
3377,Hispanic/Latino,27,Prefer not to say,Post-graduate degree,5,4,0.75,1
3378,Other Race/Ethnicity,30,$50K-100K,College degree,1,1,0.75,1
3379,White,52,<50K,College degree,6,2,1,7
3380,Black,60,$50K-100K,College degree,1,2,1,4
3381,White,61,$50K-100K,College degree,7,2,0.5,4
3382,White,42,$50K-100K,Some college,2,3,0,1
3383,White,27,<50K,High school or less,4,4,0.25,1
3384,White,26,<50K,High school or less,7,1,0.25,3
3385,White,60,<50K,Some college,1,1,1,4
3386,White,31,<50K,Some college,4,3,0.75,7
3387,White,57,$50K-100K,College degree,3,2,1,7
3388,White,53,$50K-100K,Some college,4,2,0.25,6
3389,White,62,$50K-100K,Some college,4,1,0.75,4
3390,Hispanic/Latino,26,<50K,College degree,3,3,0.75,7
3391,White,59,>100K,College degree,1,1,1,1
3392,Black,52,Prefer not to say,College degree,5,1,1,2
3393,Other Race/Ethnicity,30,<50K,Some college,3,1,0,1
3394,White,24,<50K,High school or less,4,3,0.25,4
3395,White,60,<50K,High school or less,7,2,0.75,7
3396,White,49,$50K-100K,Some college,6,3,0.75,4
3397,White,19,>100K,Some college,5,3,0.25,6
3398,White,45,<50K,College degree,7,2,0.5,6
3399,Hispanic/Latino,60,>100K,Post-graduate degree,7,3,1,3
3400,White,39,$50K-100K,College degree,7,2,0.5,7
3401,White,62,$50K-100K,College degree,1,4,0.75,7
3402,White,40,<50K,Some college,1,3,0.25,3
3403,White,30,<50K,High school or less,5,1,0.5,4
3404,White,45,<50K,High school or less,7,2,0.5,7
3405,White,63,$50K-100K,Some college,7,2,0.75,7
3406,White,50,<50K,Some college,7,2,1,1
3407,White,27,<50K,College degree,3,3,0.5,2
3408,White,56,<50K,College degree,2,1,1,7
3409,White,37,<50K,College degree,1,1,0.75,3
3410,White,55,<50K,College degree,5,3,1,3
3411,White,22,<50K,High school or less,4,4,0.25,1
3412,White,39,>100K,College degree,4,3,0.25,4
3413,White,19,>100K,High school or less,3,2,0.5,7
3414,Hispanic/Latino,45,<50K,Post-graduate degree,5,4,0.25,6
3415,White,55,$50K-100K,High school or less,7,4,1,7
3416,Hispanic/Latino,32,>100K,College degree,1,3,1,7
3417,Black,41,<50K,High school or less,4,4,0,4
3418,White,54,$50K-100K,Some college,3,3,0.75,4
3419,Other Race/Ethnicity,33,<50K,College degree,5,3,0.5,4
3420,Black,31,$50K-100K,Some college,1,3,0,2
3421,White,41,<50K,Some college,1,1,1,1
3422,White,61,<50K,College degree,1,1,1,4
3423,White,64,>100K,College degree,5,3,0.75,7
3424,White,59,<50K,Some college,3,2,1,7
3425,Hispanic/Latino,37,<50K,College degree,6,3,0.5,7
3426,White,27,$50K-100K,Post-graduate degree,3,3,1,3
3427,White,34,<50K,Some college,4,4,0.5,4
3428,White,45,>100K,Post-graduate degree,1,3,0.5,3
3429,White,34,$50K-100K,Some college,1,1,0.75,1
3430,White,46,>100K,Some college,6,2,0.5,4
3431,Black,35,<50K,Post-graduate degree,2,3,1,4
3432,White,54,<50K,Some college,1,3,1,7
3433,White,56,>100K,College degree,2,1,0.75,4
3434,White,29,<50K,Some college,6,4,0.5,1
3435,White,36,<50K,High school or less,4,4,0.75,4
3436,White,59,>100K,College degree,6,2,1,6
3437,Black,59,<50K,College degree,3,3,0,7
3438,Black,21,<50K,Some college,4,3,1,1
3439,Other Race/Ethnicity,48,<50K,Some college,4,4,1,4
3440,White,57,<50K,College degree,1,1,0.75,4
3441,White,54,<50K,Some college,7,2,0.75,7
3442,White,59,<50K,High school or less,7,4,0.5,1
3443,White,57,$50K-100K,College degree,3,2,1,7
3444,Hispanic/Latino,45,<50K,College degree,3,2,0.75,3
3445,Other Race/Ethnicity,35,<50K,College degree,3,2,0.75,7
3446,Black,38,<50K,Some college,2,4,0.25,1
3447,White,62,$50K-100K,High school or less,6,2,0.75,3
3448,White,63,<50K,High school or less,3,2,0.75,7
3449,Other Race/Ethnicity,60,<50K,College degree,1,3,1,5
3450,White,48,>100K,College degree,3,3,1,5
3451,White,64,$50K-100K,College degree,1,3,0.5,1
3452,Hispanic/Latino,22,<50K,College degree,4,4,0.5,7
3453,White,39,<50K,Some college,1,1,0.75,2
3454,Other Race/Ethnicity,45,<50K,College degree,1,3,0.75,4
3455,White,50,<50K,High school or less,7,2,0.5,1
3456,White,57,>100K,Some college,3,2,1,7
3457,White,63,<50K,College degree,7,2,1,7
3458,White,50,$50K-100K,College degree,7,2,0.75,7
3459,Hispanic/Latino,34,>100K,College degree,5,3,0.75,7
3460,White,34,$50K-100K,College degree,7,2,1,7
3461,White,40,<50K,College degree,7,2,1,7
3462,Black,43,<50K,High school or less,1,1,0.5,1
3463,White,58,<50K,Some college,4,4,1,1
3464,Hispanic/Latino,46,<50K,High school or less,4,4,0.25,1
3465,White,42,<50K,College degree,2,1,0.75,2
3466,White,45,<50K,College degree,2,1,0.5,6
3467,White,32,<50K,High school or less,4,4,0.25,6
3468,White,43,<50K,High school or less,1,1,0.25,1
3469,White,64,$50K-100K,Some college,1,3,1,4
3470,White,66,$50K-100K,Some college,3,3,0.75,5
3471,White,63,<50K,Some college,1,3,0.5,1
3472,Other Race/Ethnicity,59,<50K,College degree,4,4,0.5,4
3473,Black,37,$50K-100K,High school or less,1,2,0.5,1
3474,White,31,<50K,High school or less,4,1,0.5,1
3475,Hispanic/Latino,54,<50K,High school or less,1,4,0.5,1
3476,Hispanic/Latino,27,$50K-100K,College degree,6,2,1,6
3477,Black,23,<50K,Some college,1,3,0.25,4
3478,White,57,<50K,High school or less,4,3,0.75,1
3479,White,31,<50K,High school or less,7,2,0.25,7
3480,Hispanic/Latino,29,<50K,College degree,4,1,0.5,3
3481,White,41,<50K,Some college,4,4,0.25,4
3482,Hispanic/Latino,45,<50K,Some college,1,1,1,1
3483,White,45,<50K,Some college,7,3,0.25,4
3484,White,36,<50K,High school or less,2,3,0.25,1
3485,Black,29,$50K-100K,Some college,7,2,0.25,1
3486,Hispanic/Latino,20,<50K,High school or less,2,1,0,1
3487,White,41,<50K,High school or less,4,1,0.25,5
3488,Black,60,$50K-100K,College degree,4,3,1,6
3489,Other Race/Ethnicity,47,<50K,College degree,2,1,1,4
3490,White,22,<50K,Some college,1,4,0,4
3491,White,40,$50K-100K,College degree,2,3,0.75,3
3492,White,44,$50K-100K,College degree,7,2,0.75,7
3493,White,36,<50K,High school or less,4,4,0.25,4
3494,Black,51,>100K,Post-graduate degree,1,1,1,7
3495,Black,48,<50K,College degree,1,1,0.25,7
3496,White,35,$50K-100K,Some college,4,4,0.25,4
3497,White,27,<50K,High school or less,3,4,0,1
3498,White,35,>100K,College degree,1,1,0.25,3
3499,White,56,<50K,Some college,7,1,0.75,4
3500,White,33,>100K,Post-graduate degree,1,2,0.5,7
3501,Other Race/Ethnicity,52,>100K,Post-graduate degree,3,2,0.5,7
3502,White,31,<50K,College degree,7,2,0.5,6
3503,Hispanic/Latino,27,<50K,College degree,4,3,0.25,5
3504,Black,25,$50K-100K,College degree,7,1,0.25,1
3505,White,41,<50K,High school or less,6,4,0,2
3506,Other Race/Ethnicity,58,<50K,College degree,6,2,0.5,2
3507,White,66,Prefer not to say,College degree,1,1,1,3
3508,White,39,<50K,High school or less,4,4,0.25,4
3509,Black,21,<50K,High school or less,2,4,0,4
3510,Black,22,<50K,High school or less,4,3,0,3
3511,Hispanic/Latino,40,<50K,High school or less,5,1,1,5
3512,White,54,<50K,High school or less,6,4,0.75,5
3513,White,25,<50K,Some college,7,4,0.25,6
3514,Hispanic/Latino,35,>100K,College degree,1,1,0,1
3515,Black,45,$50K-100K,College degree,2,1,0.5,7
3516,White,20,<50K,Some college,1,1,0.75,7
3517,White,34,$50K-100K,College degree,5,1,0.75,3
3518,White,36,>100K,College degree,2,3,0.75,7
3519,White,35,$50K-100K,High school or less,4,3,1,7
3520,Other Race/Ethnicity,34,$50K-100K,College degree,1,1,0.75,2
3521,White,59,Prefer not to say,College degree,3,3,1,7
3522,White,25,$50K-100K,College degree,4,2,0.5,7
3523,White,41,<50K,Some college,7,2,0.25,1
3524,White,56,>100K,College degree,3,3,0.75,7
3525,White,54,<50K,High school or less,3,3,0.25,7
3526,Black,22,<50K,College degree,1,1,0.75,6
3527,White,35,>100K,Post-graduate degree,1,1,0.5,3
3528,Hispanic/Latino,24,$50K-100K,High school or less,4,4,0,4
3529,Other Race/Ethnicity,18,>100K,Some college,4,2,0.75,5
3530,Hispanic/Latino,26,<50K,High school or less,3,3,0.5,1
3531,White,29,$50K-100K,Some college,4,3,0.5,2
3532,Black,38,<50K,High school or less,1,3,0.5,2
3533,Hispanic/Latino,36,>100K,Post-graduate degree,2,3,1,4
3534,White,36,<50K,High school or less,4,3,0.75,4
3535,Other Race/Ethnicity,58,<50K,Some college,1,3,0,1
3536,Other Race/Ethnicity,23,<50K,High school or less,2,1,0,3
3537,Hispanic/Latino,23,<50K,High school or less,4,4,0,7
3538,White,57,>100K,Post-graduate degree,1,1,1,7
3539,Black,32,>100K,College degree,7,2,1,1
3540,White,29,<50K,College degree,1,1,1,2
3541,Black,62,$50K-100K,College degree,1,1,1,6
3542,White,60,$50K-100K,Post-graduate degree,6,3,0.75,7
3543,Black,62,<50K,Some college,2,1,0.75,3
3544,Other Race/Ethnicity,38,$50K-100K,College degree,4,3,1,4
3545,White,30,<50K,High school or less,4,1,0.25,3
3546,White,44,$50K-100K,Some college,3,2,1,7
3547,Hispanic/Latino,33,<50K,High school or less,2,2,0.25,7
3548,White,49,<50K,High school or less,4,3,0.25,7
3549,Other Race/Ethnicity,35,$50K-100K,Some college,2,3,0.25,7
3550,White,40,<50K,College degree,6,2,0.75,6
3551,White,60,Prefer not to say,Post-graduate degree,1,1,1,1
3552,Black,31,<50K,Some college,4,4,0.25,1
3553,Hispanic/Latino,29,<50K,College degree,1,1,0.5,6
3554,White,56,$50K-100K,College degree,3,2,0.5,7
3555,Other Race/Ethnicity,52,>100K,College degree,2,3,0.75,3
3556,White,42,>100K,College degree,2,1,1,4
3557,Other Race/Ethnicity,43,<50K,Some college,2,3,0.5,1
3558,Hispanic/Latino,25,<50K,College degree,2,3,0.25,7
3559,White,36,<50K,Some college,4,4,0,7
3560,White,30,<50K,Post-graduate degree,7,2,0.75,7
